algorithm,params,n_clusters,silhouette,calinski_harabasz,davies_bouldin,runtime_s
DBSCAN,eps=0.03,55,0.4441510846550345,4865.969425806381,0.5460894975559218,0.5900390148162842
DBSCAN,eps=0.05,85,0.2924448102423574,2404.6704257731762,0.9028442026314066,0.24459266662597656
DBSCAN,eps=0.08,105,0.0927966730579903,708.2767725195154,1.011105552245065,0.4602527618408203
DBSCAN,eps=0.1,62,-0.2577859306011487,73.25541332926937,1.201079044953585,0.19865989685058594
